ID,SiteID,SiteName,SiteNumber,ClassificationID
3135,554,Western Cemetery,G 5230,5
3136,1161,Western Cemetery,G 4940,5
3136,541,Western Cemetery,G 5210,5
3136,543,Western Cemetery,G 5220,5
3136,532,Western Cemetery,G 5110,5
3136,2509,Western Cemetery,G 5411,5
3136,2870,Other Region,WWI,5
3136,2511,Western Cemetery,G 5412,5
3137,2293,Western Cemetery,Enclosure Wall,5
3137,1782,Khufu Pyramid Complex,Khufu Pyramid,5
3137,2870,Other Region,WWI,5
3137,532,Western Cemetery,G 5110,5
3137,541,Western Cemetery,G 5210,5
3137,543,Western Cemetery,G 5220,5
3138,1161,Western Cemetery,G 4940,5
3138,561,Western Cemetery,G 5236,5
3138,544,Western Cemetery,G 5332,5
3138,571,Western Cemetery,G 5331,5
3138,546,Western Cemetery,G 5334,5
3139,1138,Western Cemetery,G 4813,5
3139,1144,Western Cemetery,G 4820,5
3139,1161,Western Cemetery,G 4940,5
3139,1160,Western Cemetery,G 4930,5
3140,543,Western Cemetery,G 5220,5
3140,5086,Western Cemetery,G 5231a,5
3140,554,Western Cemetery,G 5230,5
3140,532,Western Cemetery,G 5110,5
3141,1035,Western Cemetery,G 4420,5
3141,1069,Western Cemetery,G 4530,5
3141,1148,Western Cemetery,G 4831,5
3141,1087,Western Cemetery,G 4616,5
3141,1063,Western Cemetery,G 4520,5
3141,1081,Western Cemetery,G 4610,5
3141,1088,Western Cemetery,G 4620,5
3142,520,Western Cemetery,G 5020,5
3142,1056,Western Cemetery,G 4513,5
3142,522,Western Cemetery,G 5030,5
3142,1160,Western Cemetery,G 4930,5
3142,517,Western Cemetery,G 5010,5
3142,532,Western Cemetery,G 5110,5
3143,505,Western Cemetery,G 5221,5
3143,560,Western Cemetery,G 5235,5
3143,2870,Other Region,WWI,5
3143,558,Western Cemetery,G 5233,5
3143,559,Western Cemetery,G 5234,5
3143,554,Western Cemetery,G 5230,5
3143,570,Western Cemetery,G 5330,5
3143,545,Western Cemetery,G 5333,5
3144,2870,Other Region,WWI,5
3145,1035,Western Cemetery,G 4420,5
3145,1069,Western Cemetery,G 4530,5
3145,1015,Western Cemetery,G 4320,5
3145,1040,Western Cemetery,G 4430,5
3145,1044,Western Cemetery,G 4440,5
3145,1093,Western Cemetery,G 4630,5
3146,554,Western Cemetery,G 5230,5
3146,750,Western Cemetery,G 2197,5
3146,534,Western Cemetery,G 5131,5
3146,749,Western Cemetery,G 2196,5
3146,533,Western Cemetery,G 5130,5
3147,1002,Western Cemetery,G 4140,5
3148,933,Western Cemetery,G 2501,5
3148,935,Western Cemetery,G 2506,5
3148,830,Western Cemetery,G 2379,5
3148,831,Western Cemetery,G 2381,5
3148,936,Western Cemetery,G 2507,5
3148,489,Western Cemetery,G 2000,5
3149,1107,Western Cemetery,G 4710,5
3149,1114,Western Cemetery,G 4720,5
3150,1071,Western Cemetery,G 4540,5
3150,1050,Western Cemetery,G 4460,5
3150,1125,Western Cemetery,G 4740,5
3150,1097,Western Cemetery,G 4640,5
3150,1104,Western Cemetery,G 4650,5
3150,1120,Western Cemetery,G 4730,5
3151,2739,Other Region,Giza,5
3152,2037,Menkaure Quarry Cemetery,MQ 121,5
3152,730,Western Cemetery,G 2175,5
3152,2259,Menkaure Quarry Cemetery,MQ 120,5
3152,2040,Menkaure Quarry Cemetery,MQ 130,5
3152,2029,Menkaure Quarry Cemetery,Menkaure Quarry,5
3153,1093,Western Cemetery,G 4630,5
3153,1094,Western Cemetery,G 4631,5
3153,1097,Western Cemetery,G 4640,5
3153,1120,Western Cemetery,G 4730,5
3153,1071,Western Cemetery,G 4540,5
3153,1069,Western Cemetery,G 4530,5
3154,1021,Western Cemetery,G 4340,5
3155,2263,Menkaure Quarry Cemetery,MQ 134,5
3155,2029,Menkaure Quarry Cemetery,Menkaure Quarry,5
3156,1093,Western Cemetery,G 4630,5
3156,1094,Western Cemetery,G 4631,5
3156,1124,Western Cemetery,G 4734,5
3156,1115,Western Cemetery,G 4721,5
3156,1120,Western Cemetery,G 4730,5
3156,1147,Western Cemetery,G 4830,5
3156,1114,Western Cemetery,G 4720,5
3156,1123,Western Cemetery,G 4733,5
3157,1021,Western Cemetery,G 4340,5
3157,1071,Western Cemetery,G 4540,5
3157,1017,Western Cemetery,G 4330,5
3157,1069,Western Cemetery,G 4530,5
3157,1040,Western Cemetery,G 4430,5
3157,1044,Western Cemetery,G 4440,5
3158,1097,Western Cemetery,G 4640,5
3158,1071,Western Cemetery,G 4540,5
3159,2036,Menkaure Quarry Cemetery,MQ 1,5
3159,2029,Menkaure Quarry Cemetery,Menkaure Quarry,5
3160,2029,Menkaure Quarry Cemetery,Menkaure Quarry,5
3160,489,Western Cemetery,G 2000,5
3160,2796,Menkaure Pyramid Complex,Menkaure Pyramid,5
3160,11,Western Cemetery,Cemetery G 1500,5
3160,830,Western Cemetery,G 2379,5
3161,1021,Western Cemetery,G 4340,5
3161,1007,Western Cemetery,G 4240,5
3162,2263,Menkaure Quarry Cemetery,MQ 134,5
3162,2029,Menkaure Quarry Cemetery,Menkaure Quarry,5
3162,2260,Menkaure Quarry Cemetery,MQ 131,5
3162,2259,Menkaure Quarry Cemetery,MQ 120,5
3162,2039,Menkaure Quarry Cemetery,MQ 124,5
3162,2037,Menkaure Quarry Cemetery,MQ 121,5
3163,1017,Western Cemetery,G 4330,5
3163,1035,Western Cemetery,G 4420,5
3163,1114,Western Cemetery,G 4720,5
3163,1006,Western Cemetery,G 4220,5
3163,1022,Western Cemetery,G 4341,5
3163,1040,Western Cemetery,G 4430,5
3163,1120,Western Cemetery,G 4730,5
3163,1007,Western Cemetery,G 4240,5
3164,1007,Western Cemetery,G 4240,5
3164,1002,Western Cemetery,G 4140,5
3165,832,Western Cemetery,G 2382,5
3165,821,Western Cemetery,G 2370,5
3165,831,Western Cemetery,G 2381,5
3166,2739,Other Region,Giza,5
3167,828,Western Cemetery,G 2376,5
3167,829,Western Cemetery,G 2377,5
3167,810,Western Cemetery,G 2353,5
3167,825,Western Cemetery,G 2374,5
3167,826,Western Cemetery,G 2375,5
3168,2029,Menkaure Quarry Cemetery,Menkaure Quarry,5
3168,2040,Menkaure Quarry Cemetery,MQ 130,5
3168,727,Western Cemetery,G 2172,5
3168,839,Western Cemetery,G 2391,5
3169,568,Western Cemetery,G 5290,5
3169,567,Western Cemetery,G 5280,5
3169,540,Western Cemetery,G 5190,5
3169,539,Western Cemetery,G 5180,5
3170,489,Western Cemetery,G 2000,5
3170,831,Western Cemetery,G 2381,5
3171,831,Western Cemetery,G 2381,5
3172,831,Western Cemetery,G 2381,5
3172,821,Western Cemetery,G 2370,5
3174,821,Western Cemetery,G 2370,5
3174,800,Western Cemetery,G 2335,5
3174,801,Western Cemetery,G 2336,5
3174,802,Western Cemetery,G 2337,5
3175,2037,Menkaure Quarry Cemetery,MQ 121,5
3175,2259,Menkaure Quarry Cemetery,MQ 120,5
3175,2040,Menkaure Quarry Cemetery,MQ 130,5
3175,2260,Menkaure Quarry Cemetery,MQ 131,5
3175,2261,Menkaure Quarry Cemetery,MQ 132,5
3175,2262,Menkaure Quarry Cemetery,MQ 133,5
3175,2029,Menkaure Quarry Cemetery,Menkaure Quarry,5
3176,831,Western Cemetery,G 2381,5
3177,836,Western Cemetery,G 2385,5
3177,2110,Western Cemetery,G 2386,5
3177,2456,Western Cemetery,G 2388,5
3178,568,Western Cemetery,G 5290,5
3178,814,Western Cemetery,G 2360,5
3178,809,Western Cemetery,G 2352,5
3178,810,Western Cemetery,G 2353,5
3179,1007,Western Cemetery,G 4240,5
3179,1093,Western Cemetery,G 4630,5
3179,1021,Western Cemetery,G 4340,5
3179,1114,Western Cemetery,G 4720,5
3180,821,Western Cemetery,G 2370,5
3180,833,Western Cemetery,G 2378,5
3180,832,Western Cemetery,G 2382,5
3180,831,Western Cemetery,G 2381,5
3180,836,Western Cemetery,G 2385,5
3181,822,Western Cemetery,G 2371,5
3181,824,Western Cemetery,G 2373,5
3181,821,Western Cemetery,G 2370,5
3181,823,Western Cemetery,G 2372,5
3182,1171,Western Cemetery,G 5480,5
3182,550,Western Cemetery,G 5380,5
3182,567,Western Cemetery,G 5280,5
3182,539,Western Cemetery,G 5180,5
3182,797,Western Cemetery,G 2331,5
3183,489,Western Cemetery,G 2000,5
3184,489,Western Cemetery,G 2000,5
3184,824,Western Cemetery,G 2373,5
3184,825,Western Cemetery,G 2374,5
3184,821,Western Cemetery,G 2370,5
3185,550,Western Cemetery,G 5380,5
3185,540,Western Cemetery,G 5190,5
3186,831,Western Cemetery,G 2381,5
3187,836,Western Cemetery,G 2385,5
3187,835,Western Cemetery,G 2384,5
3187,821,Western Cemetery,G 2370,5
3188,821,Western Cemetery,G 2370,5
3188,801,Western Cemetery,G 2336,5
3188,816,Western Cemetery,G 2362,5
3189,1022,Western Cemetery,G 4341,5
3189,18,Western Cemetery,Cemetery G 4000,5
3189,1008,Western Cemetery,G 4241,5
3190,2111,Western Cemetery,G 2452,5
3190,831,Western Cemetery,G 2381,5
3190,838,Western Cemetery,G 2389,5
3190,897,Western Cemetery,G 2450,5
3190,2456,Western Cemetery,G 2388,5
3190,839,Western Cemetery,G 2391,5
3190,898,Western Cemetery,G 2451,5
3191,821,Western Cemetery,G 2370,5
3191,568,Western Cemetery,G 5290,5
3192,567,Western Cemetery,G 5280,5
3192,550,Western Cemetery,G 5380,5
3192,1171,Western Cemetery,G 5480,5
3192,540,Western Cemetery,G 5190,5
3192,539,Western Cemetery,G 5180,5
3193,489,Western Cemetery,G 2000,5
3193,830,Western Cemetery,G 2379,5
3193,833,Western Cemetery,G 2378,5
3194,815,Western Cemetery,G 2361,5
3194,816,Western Cemetery,G 2362,5
3194,818,Western Cemetery,G 2364,5
3194,814,Western Cemetery,G 2360,5
3194,819,Western Cemetery,G 2365,5
3194,821,Western Cemetery,G 2370,5
3194,810,Western Cemetery,G 2353,5
3194,825,Western Cemetery,G 2374,5
3194,859,Western Cemetery,G 2410,5
3194,822,Western Cemetery,G 2371,5
3194,820,Western Cemetery,G 2366,5
3195,540,Western Cemetery,G 5190,5
3195,783,Western Cemetery,G 2302,5
3195,550,Western Cemetery,G 5380,5
3195,568,Western Cemetery,G 5290,5
3196,1002,Western Cemetery,G 4140,5
3196,1017,Western Cemetery,G 4330,5
3196,1007,Western Cemetery,G 4240,5
3197,831,Western Cemetery,G 2381,5
3198,688,Western Cemetery,G 2130,5
3198,531,Western Cemetery,G 5090,5
3199,832,Western Cemetery,G 2382,5
3199,834,Western Cemetery,G 2383,5
3199,835,Western Cemetery,G 2384,5
3199,821,Western Cemetery,G 2370,5
3199,829,Western Cemetery,G 2377,5
3199,831,Western Cemetery,G 2381,5
3200,740,Western Cemetery,G 2184,5
3201,821,Western Cemetery,G 2370,5
3201,801,Western Cemetery,G 2336,5
3201,802,Western Cemetery,G 2337,5
3202,1002,Western Cemetery,G 4140,5
3202,1021,Western Cemetery,G 4340,5
3202,1007,Western Cemetery,G 4240,5
3202,1044,Western Cemetery,G 4440,5
3203,1007,Western Cemetery,G 4240,5
3203,1044,Western Cemetery,G 4440,5
3203,1021,Western Cemetery,G 4340,5
3203,1002,Western Cemetery,G 4140,5
3203,1017,Western Cemetery,G 4330,5
3204,530,Western Cemetery,G 5080,5
3204,754,Western Cemetery,G 2220,5
3205,831,Western Cemetery,G 2381,5
3205,836,Western Cemetery,G 2385,5
3205,839,Western Cemetery,G 2391,5
3206,735,Western Cemetery,G 2180,5
3206,725,Western Cemetery,G 2170,5
3207,750,Western Cemetery,G 2197,5
3207,568,Western Cemetery,G 5290,5
3208,1027,Western Cemetery,G 4410,5
3208,2080,Sphinx Complex,Sphinx,5
3209,743,Western Cemetery,G 2187,5
3209,2739,Other Region,Giza,5
3210,2120,Western Cemetery,G 4211,5
3210,1028,Western Cemetery,G 4411,5
3210,1082,Western Cemetery,G 4611,5
3210,1107,Western Cemetery,G 4710,5
3210,1112,Western Cemetery,G 4714,5
3210,759,Western Cemetery,G 2224,5
3210,1094,Western Cemetery,G 4631,5
3210,1081,Western Cemetery,G 4610,5
3211,677,Western Cemetery,G 2110,5
3211,688,Western Cemetery,G 2130,5
3211,489,Western Cemetery,G 2000,5
3211,708,Western Cemetery,G 2150,5
3211,725,Western Cemetery,G 2170,5
3211,530,Western Cemetery,G 5080,5
3211,531,Western Cemetery,G 5090,5
3212,14,Western Cemetery,Cemetery G 2000,5
3212,701,Western Cemetery,G 2142,5
3212,3161,Western Cemetery,Pit 21,5
3212,3163,Western Cemetery,Pit 24,5
3212,3165,Western Cemetery,Pit 42,5
3212,3164,Western Cemetery,Pit 28,5
3212,3167,Western Cemetery,Pit 48,5
3212,3166,Western Cemetery,Pit 47,5
3212,3160,Western Cemetery,Pit 20,5
3212,3162,Western Cemetery,Pit 23,5
3212,720,Western Cemetery,G 2165,5
3212,702,Western Cemetery,G 2143,5
3213,750,Western Cemetery,G 2197,5
3214,531,Western Cemetery,G 5090,5
3214,530,Western Cemetery,G 5080,5
3214,688,Western Cemetery,G 2130,5
3214,745,Western Cemetery,G 2191,5
3214,489,Western Cemetery,G 2000,5
3214,741,Western Cemetery,G 2185,5
3214,742,Western Cemetery,G 2186,5
3215,740,Western Cemetery,G 2184,5
3216,18,Western Cemetery,Cemetery G 4000,5
3217,688,Western Cemetery,G 2130,5
3217,754,Western Cemetery,G 2220,5
3217,489,Western Cemetery,G 2000,5
3217,708,Western Cemetery,G 2150,5
3217,709,Western Cemetery,G 2151,5
3218,489,Western Cemetery,G 2000,5
3218,740,Western Cemetery,G 2184,5
3218,699,Western Cemetery,G 2140,5
3218,715,Western Cemetery,G 2160,5
3218,735,Western Cemetery,G 2180,5
3219,2100,Western Cemetery,G 1501,5
3219,18,Western Cemetery,Cemetery G 4000,5
3220,2739,Other Region,Giza,5
3221,531,Western Cemetery,G 5090,5
3221,730,Western Cemetery,G 2175,5
3221,530,Western Cemetery,G 5080,5
3221,489,Western Cemetery,G 2000,5
3221,725,Western Cemetery,G 2170,5
3221,740,Western Cemetery,G 2184,5
3222,708,Western Cemetery,G 2150,5
3222,3167,Western Cemetery,Pit 48,5
3222,3165,Western Cemetery,Pit 42,5
3222,3166,Western Cemetery,Pit 47,5
3222,3163,Western Cemetery,Pit 24,5
3222,3164,Western Cemetery,Pit 28,5
3222,3160,Western Cemetery,Pit 20,5
3222,3162,Western Cemetery,Pit 23,5
3222,702,Western Cemetery,G 2143,5
3222,3161,Western Cemetery,Pit 21,5
3222,699,Western Cemetery,G 2140,5
3223,749,Western Cemetery,G 2196,5
3224,752,Western Cemetery,G 2201,5
3224,531,Western Cemetery,G 5090,5
3224,530,Western Cemetery,G 5080,5
3224,688,Western Cemetery,G 2130,5
3224,745,Western Cemetery,G 2191,5
3224,540,Western Cemetery,G 5190,5
3225,708,Western Cemetery,G 2150,5
3225,725,Western Cemetery,G 2170,5
3225,735,Western Cemetery,G 2180,5
3226,2035,Menkaure Pyramid Complex,Menkaure Valley Temple,5
3227,740,Western Cemetery,G 2184,5
3228,1007,Western Cemetery,G 4240,5
3228,1017,Western Cemetery,G 4330,5
3228,1021,Western Cemetery,G 4340,5
3229,18,Western Cemetery,Cemetery G 4000,5
3230,708,Western Cemetery,G 2150,5
3231,489,Western Cemetery,G 2000,5
3232,743,Western Cemetery,G 2187,5
3232,540,Western Cemetery,G 5190,5
3232,18,Western Cemetery,Cemetery G 4000,5
3232,1028,Western Cemetery,G 4411,5
3232,749,Western Cemetery,G 2196,5
3232,531,Western Cemetery,G 5090,5
3233,531,Western Cemetery,G 5090,5
3233,530,Western Cemetery,G 5080,5
3233,688,Western Cemetery,G 2130,5
3233,489,Western Cemetery,G 2000,5
3234,708,Western Cemetery,G 2150,5
3235,2035,Menkaure Pyramid Complex,Menkaure Valley Temple,5
3236,2035,Menkaure Pyramid Complex,Menkaure Valley Temple,5
3236,1778,Khafre Pyramid Complex,Khafre Valley Temple,5
3237,2739,Other Region,Giza,5
3238,2035,Menkaure Pyramid Complex,Menkaure Valley Temple,5
3239,2035,Menkaure Pyramid Complex,Menkaure Valley Temple,5
3240,2035,Menkaure Pyramid Complex,Menkaure Valley Temple,5
3241,2035,Menkaure Pyramid Complex,Menkaure Valley Temple,5
3243,2035,Menkaure Pyramid Complex,Menkaure Valley Temple,5
3244,2035,Menkaure Pyramid Complex,Menkaure Valley Temple,5
3245,2035,Menkaure Pyramid Complex,Menkaure Valley Temple,5
3245,2877,Menkaure Pyramid Complex,G III-b,5
3245,2878,Menkaure Pyramid Complex,G III-b Temple,5
3246,2080,Sphinx Complex,Sphinx,5
3246,2035,Menkaure Pyramid Complex,Menkaure Valley Temple,5
3247,2035,Menkaure Pyramid Complex,Menkaure Valley Temple,5
3248,2035,Menkaure Pyramid Complex,Menkaure Valley Temple,5
3249,2739,Other Region,Giza,5
3250,2035,Menkaure Pyramid Complex,Menkaure Valley Temple,5
3250,2082,Sphinx Complex,Temple of Amenhetep II,5
3250,2083,Sphinx Complex,Temple of Thutmose I,5
3250,2081,Sphinx Complex,Sphinx Temple,5
3251,2296,Menkaure Pyramid Complex,G III-a temple,5
3251,2295,Menkaure Pyramid Complex,G III-a,5
3252,1109,Western Cemetery,G 4712,5
3252,1053,Western Cemetery,G 4510,5
3252,1107,Western Cemetery,G 4710,5
3252,1112,Western Cemetery,G 4714,5
3252,1082,Western Cemetery,G 4611,5
3252,1825,Central Field (Hassan),G 8172,5
3252,1084,Western Cemetery,G 4613,5
3252,1085,Western Cemetery,G 4614,5
3253,1157,Western Cemetery,G 4911,5
3253,1137,Western Cemetery,G 4811+4812,5
3253,1158,Western Cemetery,G 4920,5
3253,1156,Western Cemetery,G 4910,5
3254,1011,Western Cemetery,G 4310,5
3254,2478,Western Cemetery,G 4414,5
3254,1027,Western Cemetery,G 4410,5
3255,17,Western Cemetery,Cemetery G 3000,5
3255,952,Western Cemetery,G 3008,5
3256,1085,Western Cemetery,G 4614,5
3256,1053,Western Cemetery,G 4510,5
3256,2870,Other Region,WWI,5
3256,1055,Western Cemetery,G 4512,5
3256,1082,Western Cemetery,G 4611,5
3256,1107,Western Cemetery,G 4710,5
3256,2293,Western Cemetery,Enclosure Wall,5
3256,1109,Western Cemetery,G 4712,5
3256,1081,Western Cemetery,G 4610,5
3257,1060,Western Cemetery,G 4517,5
3257,1055,Western Cemetery,G 4512,5
3257,1082,Western Cemetery,G 4611,5
3257,2293,Western Cemetery,Enclosure Wall,5
3257,1085,Western Cemetery,G 4614,5
3257,1086,Western Cemetery,G 4615,5
3258,1137,Western Cemetery,G 4811+4812,5
3258,1107,Western Cemetery,G 4710,5
3258,1138,Western Cemetery,G 4813,5
3259,1056,Western Cemetery,G 4513,5
3259,2478,Western Cemetery,G 4414,5
3259,1027,Western Cemetery,G 4410,5
3259,1053,Western Cemetery,G 4510,5
3260,1112,Western Cemetery,G 4714,5
3260,2490,Western Cemetery,G 4819,5
3260,1142,Western Cemetery,G 4817,5
3260,1141,Western Cemetery,G 4816,5
3260,1143,Western Cemetery,G 4818,5
3260,1156,Western Cemetery,G 4910,5
3261,1081,Western Cemetery,G 4610,5
3261,1088,Western Cemetery,G 4620,5
3261,1156,Western Cemetery,G 4910,5
3261,1138,Western Cemetery,G 4813,5
3261,18,Western Cemetery,Cemetery G 4000,5
3261,1109,Western Cemetery,G 4712,5
3261,1160,Western Cemetery,G 4930,5
3261,1144,Western Cemetery,G 4820,5
3261,1158,Western Cemetery,G 4920,5
3261,1114,Western Cemetery,G 4720,5
3261,1137,Western Cemetery,G 4811+4812,5
3261,2293,Western Cemetery,Enclosure Wall,5
3261,1082,Western Cemetery,G 4611,5
3261,1107,Western Cemetery,G 4710,5
3261,1112,Western Cemetery,G 4714,5
3262,1055,Western Cemetery,G 4512,5
3262,1057,Western Cemetery,G 4514,5
3262,1082,Western Cemetery,G 4611,5
3262,1085,Western Cemetery,G 4614,5
3262,1060,Western Cemetery,G 4517,5
3262,1059,Western Cemetery,G 4516,5
3262,1056,Western Cemetery,G 4513,5
3263,1081,Western Cemetery,G 4610,5
3263,1108,Western Cemetery,G 4711,5
3263,1158,Western Cemetery,G 4920,5
3263,1109,Western Cemetery,G 4712,5
3263,1083,Western Cemetery,G 4612,5
3263,1107,Western Cemetery,G 4710,5
3264,1053,Western Cemetery,G 4510,5
3264,1028,Western Cemetery,G 4411,5
3264,1085,Western Cemetery,G 4614,5
3264,1027,Western Cemetery,G 4410,5
3265,1142,Western Cemetery,G 4817,5
3265,1141,Western Cemetery,G 4816,5
3265,1140,Western Cemetery,G 4815,5
3265,1156,Western Cemetery,G 4910,5
3265,1137,Western Cemetery,G 4811+4812,5
3266,535,Western Cemetery,G 5140,5
3266,533,Western Cemetery,G 5130,5
3266,554,Western Cemetery,G 5230,5
3266,523,Western Cemetery,G 5031,5
3266,524,Western Cemetery,G 5032,5
3267,1161,Western Cemetery,G 4940,5
3267,543,Western Cemetery,G 5220,5
3267,526,Western Cemetery,G 5040,5
3267,541,Western Cemetery,G 5210,5
3267,507,Western Cemetery,G 5223,5
3267,532,Western Cemetery,G 5110,5
3268,1782,Khufu Pyramid Complex,Khufu Pyramid,5
3268,2293,Western Cemetery,Enclosure Wall,5
3268,541,Western Cemetery,G 5210,5
3268,554,Western Cemetery,G 5230,5
3269,1109,Western Cemetery,G 4712,5
3269,1082,Western Cemetery,G 4611,5
3269,1107,Western Cemetery,G 4710,5
3269,1137,Western Cemetery,G 4811+4812,5
3269,1112,Western Cemetery,G 4714,5
3269,1084,Western Cemetery,G 4613,5
3270,1137,Western Cemetery,G 4811+4812,5
3270,2870,Other Region,WWI,5
3270,1082,Western Cemetery,G 4611,5
3270,1161,Western Cemetery,G 4940,5
3270,1138,Western Cemetery,G 4813,5
3271,522,Western Cemetery,G 5030,5
3271,1161,Western Cemetery,G 4940,5
3271,532,Western Cemetery,G 5110,5
3272,532,Western Cemetery,G 5110,5
3272,555,Western Cemetery,G 5231,5
3272,557,Western Cemetery,G 5232,5
3272,543,Western Cemetery,G 5220,5
3272,558,Western Cemetery,G 5233,5
3272,554,Western Cemetery,G 5230,5
3272,570,Western Cemetery,G 5330,5
3273,1081,Western Cemetery,G 4610,5
3273,1053,Western Cemetery,G 4510,5
3273,1057,Western Cemetery,G 4514,5
3273,2870,Other Region,WWI,5
3274,1028,Western Cemetery,G 4411,5
3274,1035,Western Cemetery,G 4420,5
3274,1006,Western Cemetery,G 4220,5
3274,1063,Western Cemetery,G 4520,5
3274,1015,Western Cemetery,G 4320,5
3275,1081,Western Cemetery,G 4610,5
3275,1138,Western Cemetery,G 4813,5
3275,1161,Western Cemetery,G 4940,5
3275,1107,Western Cemetery,G 4710,5
3275,2293,Western Cemetery,Enclosure Wall,5
3275,1082,Western Cemetery,G 4611,5
3275,1137,Western Cemetery,G 4811+4812,5
3276,1782,Khufu Pyramid Complex,Khufu Pyramid,5
3276,532,Western Cemetery,G 5110,5
3276,534,Western Cemetery,G 5131,5
3276,520,Western Cemetery,G 5020,5
3277,543,Western Cemetery,G 5220,5
3277,541,Western Cemetery,G 5210,5
3277,532,Western Cemetery,G 5110,5
3277,2870,Other Region,WWI,5
3277,505,Western Cemetery,G 5221,5
3278,2739,Other Region,Giza,5
3279,526,Western Cemetery,G 5040,5
3279,524,Western Cemetery,G 5032,5
3280,541,Western Cemetery,G 5210,5
3280,507,Western Cemetery,G 5223,5
3280,543,Western Cemetery,G 5220,5
3280,506,Western Cemetery,G 5222,5
3280,532,Western Cemetery,G 5110,5
3280,1168,Western Cemetery,G 5413,5
3280,505,Western Cemetery,G 5221,5
3280,569,Western Cemetery,G 5321,5
3281,1782,Khufu Pyramid Complex,Khufu Pyramid,5
3281,2870,Other Region,WWI,5
3281,2293,Western Cemetery,Enclosure Wall,5
3282,1107,Western Cemetery,G 4710,5
3282,1137,Western Cemetery,G 4811+4812,5
3282,1108,Western Cemetery,G 4711,5
3282,1144,Western Cemetery,G 4820,5
3282,1158,Western Cemetery,G 4920,5
3282,1156,Western Cemetery,G 4910,5
3282,1138,Western Cemetery,G 4813,5
3283,1145,Western Cemetery,G 4821,5
3283,1156,Western Cemetery,G 4910,5
3283,1158,Western Cemetery,G 4920,5
3283,541,Western Cemetery,G 5210,5
3283,1161,Western Cemetery,G 4940,5
3283,2870,Other Region,WWI,5
3283,532,Western Cemetery,G 5110,5
3283,517,Western Cemetery,G 5010,5
3284,532,Western Cemetery,G 5110,5
3284,2870,Other Region,WWI,5
3284,554,Western Cemetery,G 5230,5
3285,1063,Western Cemetery,G 4520,5
3285,1088,Western Cemetery,G 4620,5
3286,520,Western Cemetery,G 5020,5
3286,554,Western Cemetery,G 5230,5
3286,522,Western Cemetery,G 5030,5
3286,543,Western Cemetery,G 5220,5
3286,517,Western Cemetery,G 5010,5
3286,532,Western Cemetery,G 5110,5
3287,505,Western Cemetery,G 5221,5
3287,560,Western Cemetery,G 5235,5
3287,559,Western Cemetery,G 5234,5
3287,1161,Western Cemetery,G 4940,5
3287,554,Western Cemetery,G 5230,5
3288,2870,Other Region,WWI,5
3289,532,Western Cemetery,G 5110,5
3289,534,Western Cemetery,G 5131,5
3289,533,Western Cemetery,G 5130,5
3289,520,Western Cemetery,G 5020,5
3289,554,Western Cemetery,G 5230,5
3289,523,Western Cemetery,G 5031,5
3290,1161,Western Cemetery,G 4940,5
3290,541,Western Cemetery,G 5210,5
3290,543,Western Cemetery,G 5220,5
3290,542,Western Cemetery,G 5211,5
3290,532,Western Cemetery,G 5110,5
3290,2509,Western Cemetery,G 5411,5
3290,2511,Western Cemetery,G 5412,5
3291,1782,Khufu Pyramid Complex,Khufu Pyramid,5
3291,2870,Other Region,WWI,5
3291,2293,Western Cemetery,Enclosure Wall,5
3291,532,Western Cemetery,G 5110,5
3291,541,Western Cemetery,G 5210,5
3291,543,Western Cemetery,G 5220,5
3292,1161,Western Cemetery,G 4940,5
3292,554,Western Cemetery,G 5230,5
3292,561,Western Cemetery,G 5236,5
3292,544,Western Cemetery,G 5332,5
3292,560,Western Cemetery,G 5235,5
3292,562,Western Cemetery,G 5237,5
3293,517,Western Cemetery,G 5010,5
3293,1156,Western Cemetery,G 4910,5
3293,1144,Western Cemetery,G 4820,5
3293,1161,Western Cemetery,G 4940,5
3293,543,Western Cemetery,G 5220,5
3294,558,Western Cemetery,G 5233,5
3294,557,Western Cemetery,G 5232,5
3294,559,Western Cemetery,G 5234,5
3294,5086,Western Cemetery,G 5231a,5
3294,554,Western Cemetery,G 5230,5
3294,555,Western Cemetery,G 5231,5
3295,1114,Western Cemetery,G 4720,5
3295,1148,Western Cemetery,G 4831,5
3295,1069,Western Cemetery,G 4530,5
3295,1040,Western Cemetery,G 4430,5
3295,1063,Western Cemetery,G 4520,5
3295,1088,Western Cemetery,G 4620,5
3295,1090,Western Cemetery,G 4622,5
3296,1056,Western Cemetery,G 4513,5
3296,522,Western Cemetery,G 5030,5
3296,1160,Western Cemetery,G 4930,5
3296,532,Western Cemetery,G 5110,5
3298,505,Western Cemetery,G 5221,5
3298,570,Western Cemetery,G 5330,5
3298,554,Western Cemetery,G 5230,5
3299,826,Western Cemetery,G 2375,5
3299,2261,Menkaure Quarry Cemetery,MQ 132,5
3299,2262,Menkaure Quarry Cemetery,MQ 133,5
3299,2029,Menkaure Quarry Cemetery,Menkaure Quarry,5
3299,2259,Menkaure Quarry Cemetery,MQ 120,5
3299,2256,Menkaure Quarry Cemetery,MQ 101,5
3300,2870,Other Region,WWI,5
3301,1071,Western Cemetery,G 4540,5
3301,1069,Western Cemetery,G 4530,5
3301,1093,Western Cemetery,G 4630,5
3301,1125,Western Cemetery,G 4740,5
3301,1040,Western Cemetery,G 4430,5
3301,1097,Western Cemetery,G 4640,5
3301,1120,Western Cemetery,G 4730,5
