"Code","Code2","Term"
5994,"E01/0402/3","MUSEUM F�R V�LKERKUNDE [04/019]"
5995,"E01/0403/2","GIESSEN"
5996,"E01/0404/3","UNIVERSIT�TSBIBLIOTHEK [04/020]"
5997,"E01/0407/2","G�TTINGEN"
5998,"E01/0408/3","SAMMLUNG DES ARCH�OLOGISCHEN INSTITUTS DER UNIVERSIT�T [04/022]"
5999,"E01/0405/2","GOTHA"
6000,"E01/0406/3","SCHLOSSMUSEUM [04/021]"
6001,"E01/0409/2","GREIFSWALD"
6002,"E01/0410/3","ARCH�OLOGISCHE SAMMLUNG DER UNIVERSIT�T [04/023]"
6003,"E01/0411/2","HALLE"
6004,"E01/0412/3","LANDESMUSEUM F�R VORGESCHICHTE [04/024]"
6005,"E01/0413/2","HAMBURG"
6006,"E01/0414/3","HAMBURGISCHES MUSEUM F�R V�LKERKUNDE [04/025]"
6007,"E01/0415/3","MUSEUM F�R KUNST UND GEWERBE [04/026]"
6008,"E01/0416/2","HAMM"
6009,"E01/0417/3","GUSTAV-L�BCKE-MUSEUM [04/027]"
6010,"E01/0418/2","HANOVER"
6011,"E01/0419/3","KESTNER-MUSEUM [04/028]"
6012,"E01/0420/2","HEIDELBERG"
6013,"E01/0421/3","SAMMLUNG DES �GYPTOLOGISCHEN INSTITUTS DER UNIVERSIT�T HEIDELBERG [04/029]"
6014,"E01/0422/2","HILDESHEIM"
6015,"E01/0423/3","PELIZAEUS-MUSEUM [04/030]"
6016,"E01/0424/2","KAISERSWERTH"
6017,"E01/0425/3","DIAKONIE-MUSEUM [04/031]"
6018,"E01/0426/2","KARLSRUHE"
6019,"E01/0427/3","BADISCHES LANDESMUSEUM [04/032]"
6020,"E01/0428/2","KASSEL"
6021,"E01/0429/3","STAATLICHE KUNSTSAMMLUNGEN SCHLOSS WILHELMSH�HE [04/033]"
6022,"E01/0433/2","LEIPZIG"
6023,"E01/0434/3","�GYPTISCHES MUSEUM [04/036]"
6024,"E01/0435/2","L�BECK"
6025,"E01/0436/3","ST. ANNEN-MUSEUM [04/037]"
6026,"E01/0437/2","MAINZ"
6027,"E01/0438/3","LANDESMUSEUM MAINZ [04/038]"
6028,"E01/0439/3","PRINZ-JOHANN-GEORG-SAMMLUNG [04/039]"
6029,"E01/0440/3","R�MISCH-GERMANISCHES ZENTRALMUSEUM [04/040]"
6030,"E01/0441/2","M�LHEIM AN DER RUHR"
6031,"E01/0442/3","KARL ZIEGLER-GYMNASIUM [04/041]"
6032,"E01/0447/2","M�NSTER"
6033,"E01/0448/3","ARCH�OLOGISCHES MUSEUM DER UNIVERSIT�T [04/045]"
6034,"E01/0443/2","MUNICH"
6035,"E01/0445/3","PR�HISTORISCHE STAATSSAMMLUNG, MUSEUM F�R VOR- UND FR�HGESCHICHTE [04/043]"
6036,"E01/0444/3","STAATLICHE ANTIKENSAMMLUNG UND GLYPTOTHEK [04/042]"
6037,"E01/0446/3","STAATLICHE SAMMLUNG �GYPTISCHER KUNST [04/044]"
6038,"E01/0449/2","OFFENBACH"
6039,"E01/0450/3","DEUTSCHES LEDERMUSEUM MIT DEUTSCHEM SCHUHMUSEUM [04/046]"
6040,"E01/0451/2","OLDENBURG"
6041,"E01/0452/3","LANDESMUSEUM F�R KUNST UND KULTURGESCHICHTE [04/047]"
6042,"E01/0453/2","R�MHILD"
6043,"E01/0454/3","EGYPTIAN COLLECTION [04/048]"
6044,"E01/0455/2","ROSTOCK"
6045,"E01/0456/3","MUSEUM DER STADT ROSTOCK [04/049]"
6046,"E01/0457/2","STUTTGART"
6047,"E01/0458/3","W�RTTEMBERGISCHES LANDESMUSEUM [04/050]"
6048,"E01/0459/2","TRIER"
6049,"E01/0460/3","RHEINISCHES LANDESMUSEUM [04/051]"
6050,"E01/0461/2","T�BINGEN"
6051,"E01/0462/3","SAMMLUNG DES �GYPTOLOGISCHEN INSTITUTS DER UNIVERSIT�T [04/052]"
6052,"E01/0463/2","ULM"
6053,"E01/0464/3","DAS DEUTSCHE BROTMUSEUM [04/053]"
6054,"E01/0465/2","WERL"
6055,"E01/0466/3","FORUM DER V�LKER. V�LKERKUNDEMUSEUM DER FRANZISKANER [04/054]"
6056,"E01/0467/2","WIESBADEN"
6057,"E01/0468/3","MUSEUM WIESBADEN. SAMMLUNG NASSAUISCHER ALTERT�MER [04/055]"
6058,"E01/0472/2","W�RZBURG"
6059,"E01/0473/3","MARTIN VON WAGNER-MUSEUM, ANTIKENSAMMLUNG [04/058]"
6060,"E01/0469/2","WUPPERTAL"
6061,"E01/0470/3","VON DER HEYDT-MUSEUM [04/056]"
6062,"E01/0471/3","WUPPERTALER UHRENMUSEUM K. ABEL [04/057]"
6063,"E01/0482/1","GHANA [25]"
6064,"E01/0483/2","ACCRA"
6065,"E01/0484/3","NATIONAL MUSEUM [25/001]"
6066,"E01/0485/1","GIBRALTAR [26]"
6067,"E01/0486/2","GIBRALTAR"
6068,"E01/0487/3","GIBRALTAR MUSEUM [26/001]"
6069,"E01/0488/1","GREECE [27]"
6070,"E01/0489/2","ATHENS"
6071,"E01/0490/3","KANELLOPOULOS MUSEUM [27/001]"
6072,"E01/0491/3","NATIONAL ARCHAEOLOGICAL MUSEUM [27/002]"
6073,"E01/0492/2","CHIOS"
6074,"E01/0493/3","ARCHAEOLOGICAL MUSEUM [27/003]"
6075,"E01/0494/2","DELOS"
6076,"E01/0495/3","EGYPTIAN COLLECTION [27/004]"
6077,"E01/0496/2","HERAKLION"
6078,"E01/0497/3","EGYPTIAN COLLECTION [27/005]"
6079,"E01/0498/2","RHODES"
6080,"E01/0499/3","RHODES MUSEUM [27/006]"
6081,"E01/0500/2","SAMOS"
6082,"E01/0501/3","ARCHAEOLOGICAL MUSEUM OF VATHY [27/007]"
6083,"E01/0502/2","SPARTA"
6084,"E01/0503/3","ARCHAEOLOGICAL MUSEUM [27/008]"
6085,"E01/0527/1","HUNGARY [28]"
6086,"E01/0528/2","BUDAPEST"
6087,"E01/0529/3","MAGYAR NEMZETI GAL�RIA [28/001]"
6088,"E01/0530/3","SZ�PM�V�SZETI M�ZEUM [28/002]"
6089,"E01/0531/2","DEBRECEN"
6090,"E01/0532/3","D�RI M�ZEUM [28/003]"
6091,"E01/0533/2","PAPA"
6092,"E01/0534/3","DUN�NTULI EGYH�ZTORTENETI �S EGYH�ZM�V�SZETI M�ZEUM [28/004]"
6093,"E01/0535/2","SZ�KESFEH�RV�R"
6094,"E01/0536/3","ISTV�N KIR�LY M�ZEUM [28/005]"
6095,"E01/0537/2","ZIRC"
6096,"E01/0538/3","M�ZEUM ANTAL REG�LY [28/006]"
6097,"E01/0539/1","ICELAND [29]"
6098,"E01/0540/2","REYKJAVIK"
6099,"E01/0541/3","THJODMINJASAFN [29/001]"
6100,"E01/0542/1","INDIA [31]"
6101,"E01/0543/2","BARODA"
6102,"E01/0544/3","MUSEUM AND PICTURE GALLERY [31/001]"
6103,"E01/0545/2","BOMBAY"
6104,"E01/0546/3","PRINCE OF WALES MUSEUM OF WESTERN INDIA [31/002]"
6105,"E01/0547/2","CALCUTTA"
6106,"E01/0548/3","INDIAN MUSEUM [31/003]"
6107,"E01/0549/2","LUCKNOW"
6108,"E01/0550/3","STATE MUSEUM [31/004]"
6109,"E01/0551/1","IRAN [32]"
6110,"E01/0552/2","TEHERAN"
6111,"E01/0553/3","MUSEUM IRAN BASTAN [32/001]"
6112,"E01/0554/1","IRAQ [33]"
6113,"E01/0555/2","BAGHDAD"
6114,"E01/0556/3","STATE ORGANISATION OF ANTIQUITIES AND HERITAGE [33/001]"
6115,"E01/0557/2","MOSUL"
6116,"E01/0558/3","EGYPTIAN COLLECTION [33/002]"
6117,"E01/0559/1","ISRAEL [34]"
6118,"E01/0560/2","AKKA"
6119,"E01/0561/3","MUNICIPAL MUSEUM [34/001]"
6120,"E01/0562/2","EYN HASHOPHET"
6121,"E01/0563/3","EGYPTIAN COLLECTION [34/002]"
6122,"E01/0564/2","HAIFA"
6123,"E01/0565/3","NATIONAL MARITIME MUSEUM [34/003]"
6124,"E01/0566/2","HAZOREA KIBBUTZ"
6125,"E01/0567/3","WILFRED ISRAEL HOUSE FOR ART AND ORIENTAL STUDIES [34/004]"
6126,"E01/0568/2","JERUSALEM"
6127,"E01/0569/3","BEZALEL NATIONAL ART MUSEUM (THE ISRAEL MUSEUM) [34/005]"
6128,"E01/0570/3","ISRAEL MUSEUM [34/006]"
6129,"E01/0571/3","MUSEUM OF ASSUMPTIONIST FATHERS [34/007]"
6130,"E01/0572/3","MUSEUM OF THE STUDIUM BIBLICUM FRANCISCANUM [34/008]"
6131,"E01/0573/3","PONTIFICAL BIBLICAL INSTITUTE MUSEUM [34/009]"
6132,"E01/0574/3","RUSSIAN MONASTERY ON THE MOUNT OF OLIVES [34/010]"
6133,"E01/0575/3","THE BIBLE LANDS MUSEUM [34/011]"
6134,"E01/0576/2","KFAR MENAHEM"
6135,"E01/0577/3","SHEPHELA MUSEUM [34/012]"
6136,"E01/0578/2","TEL AVIV"
6137,"E01/0579/3","INSTITUTE OF ARCHAEOLOGY [34/013]"
6138,"E01/0580/3","MUSEUM OF ANTIQUITIES OF TEL AVIV-YAFO (HAARETZ MUSEUM) [34/014]"
6139,"E01/0581/1","ITALY [05]"
6140,"E01/0582/2","ADRANO"
6141,"E01/0583/3","MUSEO ARCHEOLOGICO ETNEO [05/003]"
6142,"E01/0584/2","AGRIGENTO"
6143,"E01/0585/3","MUSEO NAZIONALE ARCHEOLOGICO [05/080]"
6144,"E01/0586/2","ALBENGA"
6145,"E01/0587/3","CIVICO MUSEO INGAUNO [05/004]"
6146,"E01/0588/2","ANCONA"
6147,"E01/0589/3","MUSEO ARCHEOLOGICO NATIONALE DELLE MARCHE [05/005]"
6148,"E01/0590/2","AQUILA"
6149,"E01/0591/3","MUSEO DI CONVENTO FRANCESCANO DI S. GIULIANO [05/006]"
6150,"E01/0592/2","AQUILEIA"
6151,"E01/0593/3","MUSEO ARCHEOLOGICO [05/007]"
6152,"E01/0594/2","ASOLA"
6153,"E01/0595/3","MUSEO COMUNALE [05/008]"
6154,"E01/0596/2","ASSISI"
6155,"E01/0597/3","BIBLIOTECA COMUNALE [05/009]"
6156,"E01/0598/2","ASTI"
6157,"E01/0599/3","MUSEO ARCHEOLOGICO E PALEONTOLOGICO [05/010]"
6158,"E01/0600/2","BENEVENTO"
6159,"E01/0602/3","MUSEO DEL SANNIO [05/012]"
6160,"E01/0603/2","BERGAMO"
6161,"E01/0604/3","CIVICO MUSEO ARCHEOLOGICO [05/013]"
6162,"E01/0605/2","BIELLA"
6163,"E01/0606/3","MUSEO CIVICO [05/014]"
6164,"E01/0607/2","BOLOGNA"
6165,"E01/0608/3","MUSEO CIVICO ARCHEOLOGICO [05/015]"
6166,"E01/0609/2","BRESCIA"
6167,"E01/0610/3","MUSEO ROMANO [05/016]"
6168,"E01/0611/2","CAGLIARI"
6169,"E01/0612/3","MUSEO ARCHEOLOGICO NAZIONALE [05/017]"
6170,"E01/1560/2","CASALE MONFERRATO"
6171,"E01/0711/3","MUSEO CIVIC0 [05/077]"
6172,"E01/0613/2","CATANIA"
6173,"E01/0614/3","MUSEO BISCARI [05/081]"
6174,"E01/0615/3","MUSEO CIVICO CASTELLO URSINO [05/082]"
6175,"E01/1567/2","CHERASCO"
6176,"E01/1568/3","MUSEO CIVICO G.B. ADRIANI [05/085]"
6177,"E01/0616/2","CHIETI"
6178,"E01/0617/3","MUSEO NAZIONALE DI ANTICHIT� [05/018]"
6179,"E01/0618/2","COMO"
6180,"E01/0619/3","MUSEO CIVICO ARCHEOLOGICO P. GIOVIO [05/019]"
6181,"E01/0620/2","CORNETO"
6182,"E01/0621/3","MUNICIPAL MUSEO NAZIONALE TARQUINIESE (BOTTI) [05/020]"
6183,"E01/0622/2","CORTONA"
6184,"E01/0623/3","MUSEO DELL'ACCADEMIA ETRUSCA [05/021]"
6185,"E01/0624/2","CREMONA"
6186,"E01/0625/3","MUSEO DI CREMONA [05/022]"
6187,"E01/0626/2","DOMODOSSOLA"
6188,"E01/0627/3","MUSEO DI PALAZZO SILVA [05/023]"
6189,"E01/0628/2","FAENZA"
6190,"E01/0629/3","MUSEO INTERNAZIONALE DELLE CERAMICHE [05/024]"
6191,"E01/0630/2","FERRARA"
6192,"E01/0631/3","MUSEO CIVICO DI SCHIFANOIA [05/025]"
6193,"E01/0632/2","FIESOLE"
6194,"E01/0633/3","MUSEO ETNOLOGICO MISSIONARIO DI SAN FRANCESCO [05/026]"
6195,"E01/0634/2","FLORENCE"
6196,"E01/0635/3","MUSEO ARCHEOLOGICO NAZIONALE/MUSEO EGIZIO [05/027]"
6197,"E01/0636/2","GROTTAFERRATA"
6198,"E01/0637/3","MUSEO DELL'ABBAZIA [05/028]"
6199,"E01/0638/2","ISCHIA DI CASTRO, ISOLA DI"
6200,"E01/0639/3","MUSEO CIVICO 'PIETRO LOTTI' [05/029]"
6201,"E01/0640/2","MANTUA"
6202,"E01/0641/3","GALLERIA E MUSEO DI PALAZZO DUCALE [05/030]"
6203,"E01/0642/2","MESSINA"
6204,"E01/0643/3","MUSEO NAZIONALE [05/031]"
6205,"E01/0644/2","MILAN"
6206,"E01/0645/3","LA CIVICA RACCOLTA EGIZIA, CASTELLO SFORZESCO [05/032]"
6207,"E01/0646/2","MODENA"
6208,"E01/0647/3","MUSEO CIVICO ARCHEOLOGICO E ETNOLOGICO [05/033]"
6209,"E01/1561/2","MONCALIERI"
6210,"E01/0601/3","MUSEO REGIO COLLEGIO CARLO ALBERTO [05/011]"
6211,"E01/0649/2","NAPLES"
6212,"E01/0650/3","MUSEO ARCHEOLOGICO NAZIONALE & COLL. BORBONICA, MUSEO REAL & COLLBORGIA [05/035]"
6213,"E01/1562/2","NOVARA"
6214,"E05/0648/3","CIVICHE RACCOLTE DEL BROLETTO [05/034]"
6215,"E01/0651/2","OSTIA ANTICA"
6216,"E01/0652/3","MUSEO OSTIENSE [05/036]"
6217,"E01/0653/2","PADUA"
6218,"E01/0654/3","MUSEO CIVICO DI PADOVA [05/037]"
6219,"E01/0655/3","MUSEO DI STORIA NATURALE DELL'UNIVERSIT� [05/038]"
6220,"E01/0657/2","PALERMO"
6221,"E01/0658/3","MUSEO ARCHEOLOGICO REGIONALE [05/040]"
6222,"E01/0659/2","PARMA"
6223,"E01/0660/3","MUSEO ARCHEOLOGICO NAZIONALE [05/041]"
6224,"E01/0661/2","PAVIA"
6225,"E01/0662/3","MUSEO CIVICO [05/042]"
6226,"E01/0663/2","PEGLI"
6227,"E01/0664/3","MUSEO CIVICO DI ARCHEOLOGICO LIGURE, VILLA DURAZZO PALLAVICINI [05/044]"
6228,"E01/1573/2","PESCIA"
6229,"E01/1574/3","MUSEO CIVICO DI SCIENZE NATURALI [05/089]"
6230,"E01/0665/2","PISA"
6231,"E01/0666/3","INSTITUTE OF ARCHAEOLOGY [05/045]"
6232,"E01/0667/3","MUSEO DELL'OPERA DELLA PRIMAZIALE [05/046]"
6233,"E01/0668/2","REGIO EMILIA"
6234,"E01/0669/3","MUSEO CIVICO [05/047]"
6235,"E01/1563/2","RIMINI"
6236,"E01/0656/3","MUSEO CIVICO ARCHEOLOGICO [05/039]"
6237,"E01/0672/2","ROME"
6238,"E01/0673/3","COLLEGIO ROMANO [05/049]"
6239,"E01/0674/3","MUSEO BARRACCO [05/050]"
6240,"E01/0675/3","MUSEO CAPITOLINO [05/051]"
6241,"E01/0680/3","MUSEO DEI CONSERVATORI [05/056]"
6242,"E01/0676/3","MUSEO LAPIDARIO PAOLIANO [05/052]"
6243,"E01/0677/3","MUSEO NAZIONALE ROMANO [05/053]"
6244,"E01/0678/3","MUSEO NAZIONALE DI VILLA GIULIA [05/054]"
6245,"E01/0679/3","MUSEO TORLONIA [05/055]"
6246,"E01/0681/3","UNIVERSIT�, MUSEO DEL VICINO ORIENTE ANTICO [05/057]"
6247,"E01/0684/2","ROVIGO"
6248,"E01/0685/3","MUSEO DELL'ACCADEMIA DEI CONCORDI [05/060]"
6249,"E01/0686/2","SASSARI"
6250,"E01/0687/3","MUSEO NAZIONALE G.A. SANNA [05/061]"
6251,"E01/0688/2","SORRENTO"
6252,"E01/0689/3","MUSEO CORREALE DI TERRANOVA [05/062]"
6253,"E01/0670/2","SUSA"
6254,"E01/0671/3","MUSEO CIVICO [05/048]"
6255,"E01/0690/2","SYRACUSE"
6256,"E01/0691/3","MUSEO ARCHEOLOGICO REGIONALE [05/063]"
6257,"E01/0692/2","TARANTO"
6258,"E01/0693/3","MUSEO NAZIONALE [05/064]"
6259,"E01/0694/2","TRENTO"
6260,"E01/0695/3","MUSEO PROVINCIALE D'ARTE [05/065]"
6261,"E01/0696/2","TRIESTE"
6262,"E01/0697/3","CIVICO MUSEO 'REVOLTELLA' E GALLERIA D'ARTE MODERNA [05/066]"
6263,"E01/0698/3","MUSEO  CIVICO DI STORIA NATURALE [05/067]"
6264,"E01/0699/3","MUSEO CIVICO DI STORIA ED ARTE DI TRIESTE [05/068]"
6265,"E01/0700/3","MUSEO STORICO DEL CASTELLO DI MIRAMAR [05/069]"
6266,"E01/0701/2","TURIN"
6267,"E01/1454/3","GALLERIA SABAUDA [05/083]"
6268,"E01/0702/3","MUSEO EGIZIO [05/001]"
6269,"E01/0703/3","PALAZZO REALE [05/002]"
6270,"E01/1569/3","MUSEO ARCHEOLOGICO [05/086]"
6271,"E01/1570/3","MUSEO DI ANTROPOLOGIA ED ETNOGRAFIA [05/087]"
6272,"E01/1571/3","MUSEO CICICO D'ARTE ANTICA PALAZZO MADAMA [05/088]"
6273,"E01/1572/3","MUSEO ETNOGRAFICO DI SCIENZE NATURALI ISTITUTO MISSIONI CONSOLATA [05/090]"
6274,"E01/1564/2","VARALLO SESIA"
6275,"E01/0682/3","MUSO CIVICO CALDERINI [05/058]"
6276,"E01/0704/2","VENICE"
6277,"E01/0705/3","MUSEO ARCHEOLOGICO DEL PALAZZO REALE DI VENEZIA [05/071]"
6278,"E01/0706/3","TESORO DI SAN MARCO [05/074]"
6279,"E01/1566/3","S. LAZZARO DEGLI ARMENI [05/084]"
6280,"E01/0707/2","VERCELLI"
6281,"E01/0708/3","MUSEO CAMILLO LEONE [05/075]"
6282,"E01/0709/2","VERONA"
6283,"E01/0710/3","MUSEO ARCHEOLOGICO AL TEATRO ROMANO [05/076]"
6284,"E01/0713/3","MUSEO DE CASTELVECCHIO [05/079]"
6285,"E01/0712/3","MUSEO LAPIDARIO MAFFEIANA [05/078]"
6286,"E01/1565/2","VIADANA"
6287,"E01/1575/3","MUSEO CIVICO A. PARAZZI [05/059]"
6288,"E01/0714/1","JAPAN [35]"
6289,"E01/0715/2","KYOTO"
6290,"E01/0716/3","THE MUSEUM OF THE FACULTY OF LETTERS, KYOTO UNIVERSITY [35/001]"
6291,"E01/0717/2","NARIWA"
6292,"E01/0718/3","THE NARIWA CULTURE CENTRE MUSEUM [35/002]"
6293,"E01/0719/2","TENRI"
6294,"E01/0720/3","TENRI SANKOKAN MUSEUM [35/003]"
6295,"E01/0721/2","TOKYO"
6296,"E01/0722/3","BRIDGESTONE MUSEUM OF ART, ISHIBASHI FOUNDATION [35/004]"
6297,"E01/0723/3","IDEMITSU ART GALLERY [35/005]"
6298,"E01/0724/3","MATSUOKA MUSEUM OF ART [35/006]"
6299,"E01/0725/3","UNIVERSITY MUSEUM, WASEDA UNIVERSITY, SCHOOL OF LITERATURE [35/007]"
6300,"E01/0726/1","JORDAN [36]"
6301,"E01/0727/2","AMMAN"
6302,"E01/0728/3","DEPARTMENT OF ANTIQUITIES [36/001]"
6303,"E01/0729/1","LATVIA [37]"
6304,"E01/0730/2","JELGAVA"
6305,"E01/0731/3","KURL�NDISCHES PROVINZIALMUSEUM [37/001]"
6306,"E01/0732/2","RIGA"
6307,"E01/0733/3","MUSEUM OF FOREIGN ART [37/002]"
6308,"E01/0734/1","LEBANON [38]"
6309,"E01/0735/2","BEIRUT"
6310,"E01/0736/3","ARCHAEOLOGY MUSEUM, AMERICAN UNIVERSITY OF BEIRUT [38/001]"
6311,"E01/0737/3","NATIONAL MUSEUM [38/002]"
6312,"E01/0738/1","LIBYA [39]"
6313,"E01/0739/2","CIRENE"
6314,"E01/0740/3","MUSEUM OF SCULPTURE [39/001]"
6315,"E01/0741/2","MARSA SUSA"
6316,"E01/0742/3","APOLLONIA MUSEUM [39/002]"
6317,"E01/0743/1","LITHUANIA [40]"
6318,"E01/0744/2","KAUNAS"
6319,"E01/0745/3","KAUNAS CIURLIONIS MUSEUM OF ART [40/001]"
6320,"E01/0746/2","VILNIUS"
6321,"E01/0748/3","MUSEUM OF FINE ARTS OF LITHUANIA [40/002]"
6322,"E01/0747/3","MUSEUM OF HISTORY AND ETHNOGRAPHY OF LITHUANIA [40/003]"
6323,"E01/0749/1","MALTA [41]"
6324,"E01/0750/2","LA VALETTA"
6325,"E01/0751/3","EGYPTIAN COLLECTION [41/001]"
6326,"E01/0752/1","MEXICO [42]"
6327,"E01/0753/2","MEXICO CITY"
6328,"E01/0754/3","MUSEO NACIONAL DE ANTROPOLOGIA [42/001]"
6329,"E01/0504/1","NETHERLANDS [06]"
6330,"E01/0505/2","AMSTERDAM"
6331,"E01/0506/3","ALLARD PIERSON MUSEUM [06/002]"
6332,"E01/0507/3","BIJBELS MUSEUM [06/003]"
6333,"E01/0510/2","DORDRECHT"
6334,"E01/0511/3","LIPS SLOTENMUSEUM [06/005]"
6335,"E01/0512/2","GRONINGEN"
6336,"E01/0513/3","GRONINGER MUSEUM [06/006]"
6337,"E01/0514/2","HAGUE, THE"
6338,"E01/0515/3","CARNEGIE MUSEUM [06/007]"
6339,"E01/0516/3","HAAGS GEMEENTEMUSEUM [06/008]"
6340,"E01/0517/3","RIJKSMUSEUM MEERMANNO-WESTREENIANUM [06/009]"
6341,"E01/0518/2","LEEUWARDEN"
6342,"E01/0519/3","GEMEENTELIJK MUSEUM HET PRINCESSEHOF [06/010]"
6343,"E01/0520/2","LEIDEN"
6344,"E01/0521/3","RIJKSMUSEUM VAN OUDHEDEN [06/001]"
6345,"E01/0522/2","NIJMEGEN"
6346,"E01/0523/3","INSTITUUT JOZEF M.A. JANSSEN KATHOLIEKE UNIVERSITEIT [06/011]"
6347,"E01/0524/3","RIJKSMUSEUM G.M. KAM [06/012]"
6348,"E01/0525/2","OTTERLO"
6349,"E01/0526/3","RIJKSMUSEUM KR�LLER-MULLER [06/013]"
6350,"E01/0755/1","NEW ZEALAND [44]"
6351,"E01/0756/2","AUCKLAND"
6352,"E01/0757/3","EGYPTIAN COLLECTION [44/001]"
6353,"E01/0758/2","CHRISTCHURCH"
6354,"E01/0759/3","EGYPTIAN COLLECTION [44/002]"
6355,"E01/0760/2","DUNEDIN"
6356,"E01/0761/3","OTAGO MUSEUM [44/003]"
6357,"E01/0762/2","PALMERSTON NORTH"
6358,"E01/0763/3","PUBLIC LIBRARY [44/004]"
6359,"E01/0764/2","WELLINGTON"
6360,"E01/0765/3","DOMINION MUSEUM [44/005]"
6361,"E01/0766/1","NORWAY [43]"
6362,"E01/0767/2","BERGEN"
6363,"E01/0768/3","EGYPTIAN COLLECTION [43/001]"
6364,"E01/0769/2","ELVERUM"
6365,"E01/0770/3","GLOMDALSMUSEET [43/002]"
6366,"E01/0771/2","OSLO"
6367,"E01/0772/3","ETHNOGRAPHICAL MUSEUM [43/003]"
6368,"E01/0773/1","POLAND [45]"
6369,"E01/0774/2","BIELSKO BIALA"
6370,"E01/0775/3","MUZEUM OKREGOWE [45/001]"
6371,"E01/0776/2","KRAK�W"
6372,"E01/0777/3","KATEDRA ARCHEOLOGII SRODZIEMNOMORSKIEJ UNIWERSYTETU JAGIELLONSKIEGO [45/002]"
6373,"E01/0778/3","MUZEUM ARCHEOLOGICZNE W KRAKOWIE [45/003]"
6374,"E01/0779/3","MUZEUM NARODOWE W KRAKOWIE (MUZEUM CZARTORYSKICH) [45/004]"
6375,"E01/0780/2","POZNA�"
6376,"E01/0781/3","MUZEUM ARCHEOLOGICZNE [45/006]"
6377,"E01/0782/3","MUZEUM NARODOWE W POZNANIU [45/005]"
6378,"E01/0784/2","RACIBORZ"
6379,"E01/0785/3","MUZEUM W RACIBORZU [45/007]"
6380,"E01/0786/2","WARSAW"
6381,"E01/0787/3","MUZEUM NARODOWE [45/008]"
6382,"E01/0788/1","PORTUGAL [46]"
6383,"E01/0789/2","LISBON"
6384,"E01/0790/3","MUSEU CALOUSTE GULBENKIAN [46/001]"
6385,"E01/0791/3","MUSEU ETNOL�GICO DO ULTRAMAR [46/002]"
6386,"E01/1522/3","MUSEU NACIONAL DE ARQUEOLOGIA [46/003]"
6387,"E01/1523/3","MUSEU ARQUEOLOGICO DO CARMO [46/004]"
6388,"E01/1524/3","MUSEU NACIONAL DE ARTE ANTIGA [46/005]"
6389,"E01/1525/3","MUSEU DA SOCIEDADE DE GEOGRAFIA DE LISBOA [46/006]"
6390,"E01/1526/3","BIBLIOTECA NACIONAL DE LISBOA [46/007]"
6391,"E01/1527/2","PORTO"
6392,"E01/1528/3","MUSEU DE FACULDADE DE CI�NCIAS DA UNIVERSIDADE DO PORTO [46/008]"
6393,"E01/1529/3","MUSEU NACIONAL SOARES DOS REIS [46/009]"
6394,"E01/1530/3","MUSEO ROM�NTICO DO PORTO [46/010]"
6395,"E01/1531/2","VILA NOVA DE GAIA"
6396,"E01/1532/3","SOLAR CONDES DE RESENDE (CASA MUNICIPAL DE CULTURA) [46/011]"
6397,"E01/1533/2","VILA VI�OSA"
6398,"E01/1534/3","PAL�CIO DUCAL (COLEC�AO DO REI D. LU�S) [46/012]"
6399,"E01/0792/1","ROMANIA [47]"
6400,"E01/0793/2","BUCHAREST"
6401,"E01/0794/3","MUSEUM OF HISTORY [47/001]"
6402,"E01/0795/3","MUZEUL NA�IONAL DE ANTICHITA�� [47/002]"
6403,"E01/0796/2","CLUJ-NAPOCA"
6404,"E01/0797/3","MUZEUL DE ISTORIE AL TRANSILVANIEI [47/003]"
6405,"E01/0798/2","IASI"
6406,"E01/0799/3","HISTORICAL AND ARCHAEOLOGICAL INSTITUTE [47/004]"
6407,"E01/0800/2","ORADEA"
6408,"E01/0801/3","MUZEUL TARII CRISURILOR [47/005]"
6409,"E01/0802/1","RUSSIA [10]"
6410,"E01/0803/2","EKATERINBURG"
6411,"E01/0804/3","EKATERINBURG STATE MUSEUM OF FINE ARTS [10/004]"
6412,"E01/0805/3","EKATERINBURG STATE MUSEUM OF HISTORY [10/005]"
6413,"E01/0810/2","GROZNY"
6414,"E01/0811/3","REGIONAL MUSEUM OF THE CHECHEN REPUBLIC [10/008]"
6415,"E01/0806/2","IRKUTSK"
6416,"E01/0807/3","IRKUTSK REGIONAL MUSEUM OF ART [10/006]"
6417,"E01/0808/2","IVANOVA"
6418,"E01/0809/3","IVANOVA REGIONAL MUSEUM OF ART [10/007]"
6419,"E01/0812/2","KALININGRAD"
6420,"E01/0813/3","INSTITUTE OF ARCHAEOLOGY [10/009]"
6421,"E01/0814/2","KAZAN"
6422,"E01/0815/3","REGIONAL MUSEUM OF THE CHECHEN REPUBLIC [10/010]"
6423,"E01/0816/3","STATE REPUBLIC MUSEUM OF TATARSTAN [10/011]"
6424,"E01/0817/2","KERCH"
6425,"E01/0818/3","KERCH MUSEUM OF HISTORY AND ARCHAEOLOGY [10/012]"
6426,"E01/0819/2","MOSCOW"
6427,"E01/0822/3","CENTRAL STATE MUSEUM OF MUSICAL CULTURE [10/015]"
6428,"E01/0825/3","COUNTRY MUSEUM ARKHANGALSKOYA [10/017]"
6429,"E01/0824/3","STATE ABRAMTSEVO MUSEUM, COLLECTION OF HISTORY, ART AND LITERATURE [10/016]"
6430,"E01/0820/3","STATE HISTORICAL MUSEUM [10/013]"
