"Code","Code2","Term"
8066,"E03/0224/4","MEHALLA"
8067,"E03/0225/4","QASR EL-`AGUZ"
8068,"E03/0226/4","QURNET MURA`I"
8069,"E03/0227/4","EL-REZEIQAT"
8070,"E03/0228/4","SHEIKH `ABD EL-QURNA"
8071,"E03/0229/4","GABAL EL-SHEIKH MUSA"
8072,"E03/0230/4","EL-TARIF"
8073,"E03/0231/4","TEMPLE OF AMENHOTEP I"
8074,"E03/0232/4","TEMPLE OF AMENHOTEP II"
8075,"E03/0233/4","TEMPLE OF AMENHOTEP III/KOM EL-HETAN"
8076,"E03/0246/4","TEMPLE OF AMENHOTEP, SON OF HAPU"
8077,"E03/0247/4","TEMPLE OF AY AND HOREMHEB"
8078,"E03/0234/4","TEMPLE OF MENTUHOTEP (SEANKHKARE)"
8079,"E03/0235/4","TEMPLE OF MERENPTAH"
8080,"E03/0236/4","TEMPLE OF MERENPTAH SIPTAH"
8081,"E03/0237/4","TEMPLE OF RAMESSES II (NEBWENEN-EF)"
8082,"E03/0240/4","TEMPLE OF RAMESSES II (RAMESSEUM)"
8083,"E03/0810/4","TEMPLE OF RAMESSES III (MEDINET HABU)"
8084,"E03/0245/4","TEMPLE OF RAMESSES IV"
8085,"E03/0239/4","TEMPLE OF QURNA (SETHOS I)"
8086,"E03/0238/4","TEMPLE OF QUEEN TAUSRET (WIFE OF SETHOS II)"
8087,"E03/0241/4","TEMPLE OF THUTMOSIS II"
8088,"E03/0242/4","TEMPLE OF THUTMOSIS III (HENQET ANKH)"
8089,"E03/0243/4","TEMPLE OF THUTMOSIS IV"
8090,"E03/0244/4","TEMPLE OF WADJMOSIS (SON OF THUTMOSIS I)"
8091,"E03/0248/4","SOUTH TEMPLE"
8092,"E03/0249/4","VALLEY OF THE KINGS"
8093,"E03/0250/4","VALLEY OF THE QUEENS"
8094,"E03/0251/4","WESTERN VALLEY"
8095,"E03/0252/2","GOVERNORATE OF SOHAG"
8096,"E03/0253/3","ABU EL-NASR"
8097,"E03/0254/3","ABYDOS"
8098,"E03/0255/3","EL-AGHANA"
8099,"E03/0256/3","EL-AHAIYWA SHARQ"
8100,"E03/0257/3","EL-AHAIYWA GHARB"
8101,"E03/0258/3","DEIR EL-AHMAR"
8102,"E03/0259/3","AKHMIM"
8103,"E03/0260/3","NAG` `ILWAN"
8104,"E03/0261/3","ALY"
8105,"E03/0262/3","ANBISH/INEBIS"
8106,"E03/0263/3","ARRABET `AZIZ"
8107,"E03/0264/3","ARRABET ABU EL-DAHAB"
8108,"E03/0265/3","ARRABET ABYDOS"
8109,"E03/0266/3","AWLAD `AZZAZ"
8110,"E03/0267/3","AWLAD SALAMA"
8111,"E03/0268/3","AWLAD YEHIA"
8112,"E03/0269/3","EL-BALABISH"
8113,"E03/0270/3","EL-BALLIANA"
8114,"E03/0271/3","BANAWIT"
8115,"E03/0272/3","BASUNA"
8116,"E03/0273/3","BEIT ALLAM"
8117,"E03/0274/3","BEIT DAWUD SAHL"
8118,"E03/0275/3","BEIT KHALLAF"
8119,"E03/0276/3","BENI MANSUR"
8120,"E03/0277/3","EL-BIRBA"
8121,"E03/0278/3","NAG` EL-DEIR"
8122,"E03/0279/3","EL-DIABAT"
8123,"E03/0280/3","EL-GHABAT"
8124,"E03/0281/3","EL-GHUNEIMIYA"
8125,"E03/0282/3","GUHEINA EL-SHARQIYA"
8126,"E03/0283/3","GUHEINA EL-GHARBIYA"
8127,"E03/0284/3","GIRGA"
8128,"E03/0285/3","EL-HAGARSA"
8129,"E03/0286/3","EL-HAGIR"
8130,"E03/0287/3","WADI EL-HAMMAMAT"
8131,"E03/0288/3","EL-HARAGA BIL QUR`AN"
8132,"E03/0289/3","EL-HAWAWISH"
8133,"E03/0290/3","IDFA"
8134,"E03/0291/3","KOM ISHQAW"
8135,"E03/0292/3","EL-KALFATIYA/QELFAW"
8136,"E03/0293/3","EL-KAWAMIL"
8137,"E03/0294/3","KHATER"
8138,"E03/0295/3","EL-HAZINDARIYA"
8139,"E03/0296/3","EL-KULA (1)"
8140,"E03/0297/3","EL-KULA (2)"
8141,"E03/0298/3","EL-MAHASNA"
8142,"E03/0299/3","EL-MANSHAH"
8143,"E03/0300/3","NAG` EL-MASHAIEKH"
8144,"E03/0301/3","EL-NAZLA EL-MUSTAGIDDA"
8145,"E03/0302/3","EL-NAZLA EL-`EMARA"
8146,"E03/0303/3","NAZZA"
8147,"E03/0304/3","EL-QADI"
8148,"E03/0305/3","EL-QARYA BEL-DUWEIR"
8149,"E03/0306/3","EL-QATANA"
8150,"E03/0307/3","EL-RAQAQNA BIL SHAWAHIN"
8151,"E03/0308/3","EL-RAYAYNA"
8152,"E03/0309/3","EL-SALAMUNI"
8153,"E03/0310/3","EL-SAWAM`A"
8154,"E03/0311/3","EL-SHEIKH AHMAD"
8155,"E03/0816/3","EL-SHEIKH HARIDI"
8156,"E03/0312/3","SHONET EL-ZIBIB"
8157,"E03/0817/3","SIDI MOUSSA"
8158,"E03/0313/3","SOHAG"
8159,"E03/0314/3","KOM EL-SULTAN"
8160,"E03/0315/3","EL-TARIQ"
8161,"E03/0316/3","THINIS"
8162,"E03/0317/3","UMM EL-GA`AB/UMM EL-QA`AB"
8163,"E03/0318/3","WANNINA"
8164,"E03/0319/2","GOVERNORATE OF ASIUT"
8165,"E03/0829/3","ASIUT"
8166,"E03/0320/3","AB`ADIYEH"
8167,"E03/0321/3","DEIR ABU ISHAQ"
8168,"E03/0322/3","QAW EL-KIBIR/ANTAEOPOLIS"
8169,"E03/0323/3","ARAB MITEIR"
8170,"E03/0324/3","DARB EL-`ARBA`IN"
8171,"E03/0325/3","EL-`ATAMNA"
8172,"E03/0326/3","EL-ATAWLA"
8173,"E03/0327/3","AWAGA"
8174,"E03/0328/3","EL-BADARI"
8175,"E03/0329/3","BUSRA"
8176,"E03/0330/3","DEIR BUSRA"
8177,"E03/0331/3","BAWIT"
8178,"E03/0332/3","BENI `ADI"
8179,"E03/0333/3","BENI FEIZ"
8180,"E03/0334/3","BENI SHA`RAN"
8181,"E03/0335/3","DEIR RIFA"
8182,"E03/0336/3","DEIR TASA"
8183,"E03/0337/3","DURUNKA"
8184,"E03/0338/3","GABAL ASIUT EL-GHARBI"
8185,"E03/0339/3","DEIR EL-GABRAWI"
8186,"E03/0340/3","GIRZA"
8187,"E03/0341/3","EL-HAMMAMIYA"
8188,"E03/0342/3","EL-HAWATA EL-SHARQIYA"
8189,"E03/0343/3","KOM ISFAHT"
8190,"E03/0344/3","EL-KHAWALID"
8191,"E03/0345/3","EL-QUSIYA/KUSAE"
8192,"E03/0346/3","MASHAY`A"
8193,"E03/0347/3","EL-MATMAR"
8194,"E03/0348/3","MINSHAT EL-KOM EL-AHMAR"
8195,"E03/0349/3","MIR"
8196,"E03/0350/3","QUSEIR EL-`AMARNA"
8197,"E03/0351/3","DEIR EL-QUSEIR"
8198,"E03/0352/3","RIFA"
8199,"E03/0353/3","EL-RODA"
8200,"E03/0354/3","EL-SHOTB"
8201,"E03/0355/3","KOM SINAW"
8202,"E03/0356/3","EL-TATALIYA"
8203,"E03/0357/3","TUKH"
8204,"E03/0358/3","EZBET YUSEF"
8205,"E03/0359/3","EL-ZAWYA"
8206,"E03/0360/2","GOVERNORATE OF MINIYA"
8207,"E03/0361/3","IBGAG EL-HATAB"
8208,"E03/0362/3","EL-`AMARNA/AKHETATEN"
8209,"E03/0363/3","EL-ASHMUNEIN/HERMOPOLIS"
8210,"E03/0364/3","EL-BAHNASA"
8211,"E03/0365/3","BALANSURA"
8212,"E03/0366/3","BENI HASSAN"
8213,"E03/0367/3","BENI HASSAN EL-SHURUQ"
8214,"E03/0368/3","BENI KHALID"
8215,"E03/0369/3","BENI SAMRAG"
8216,"E03/0370/3","EL-BERSHA"
8217,"E03/0371/3","DEIR ABU HINNIS/WADI EL-NE`NA`"
8218,"E03/0372/3","DULQAM EL-`UTEIF"
8219,"E03/0373/3","EL-`IDWA"
8220,"E03/0374/3","ESTABLE `ANTAR/SPEOS ARTEMIDOS"
8221,"E03/0375/3","GARABI`"
8222,"E03/0376/3","EL-HAG QANDIL"
8223,"E03/0377/3","EL-HIBA"
8224,"E03/0378/3","HIHYA"
8225,"E03/0379/3","EZBET IBRAHIM `AWAD"
8226,"E03/0380/3","EL-KIMAN EL-HOMR"
8227,"E03/0381/3","EL-KHATIM/EL-KHUTEIM"
8228,"E03/0382/3","MAGHAGHA"
8229,"E03/0383/3","MALLAWI"
8230,"E03/0384/3","EL-MINIYA"
8231,"E03/0385/3","KOM EL-NAMRUD"
8232,"E03/0386/3","KOM EL-RAHIB"
8233,"E03/0387/3","SHARUNA"
8234,"E03/0388/3","EL-SHEIKH `ABADA/ANTINOOPOLIS"
8235,"E03/0389/3","EL-SHEIKH FADL"
8236,"E03/0390/3","EL-SHEIKH HASSAN"
8237,"E03/0391/3","EL-SHEIKH MAS`UD"
8238,"E03/0392/3","EL-SHEIKH SA`ID"
8239,"E03/0393/3","SHUSHA"
8240,"E03/0394/3","EL-SIRIRIYA"
8241,"E03/0395/3","GEBEL EL-TEIR"
8242,"E03/0396/3","TIHNA EL-GABAL"
8243,"E03/0397/3","TUNA EL-GABAL"
8244,"E03/0398/3","ZAWYET EL-AMWAT"
8245,"E03/0399/3","ZAWYET SULTAN"
8246,"E03/0400/2","GOVERNORATE OF BENI SUEIF"
8247,"E03/0401/3","ABU SIR EL-MALAQ"
8248,"E03/0402/3","EZBET ABU ZEIDAN"
8249,"E03/0403/3","KOM EL-AHMAR/BAHSAMM"
8250,"E03/0404/3","KOM EL-AHMAR/MAZURA"
8251,"E03/0405/3","KOM EL-AHMAR/SIMUN"
8252,"E03/0406/3","BENI SULIMAN EL-SHARQIYA"
8253,"E03/0407/3","BILIFYA"
8254,"E03/0408/3","DEIR EL-HADID"
8255,"E03/0409/3","DISHASHA"
8256,"E03/0410/3","GHAIYADA EL-SHARQIYA"
8257,"E03/0411/3","GIRZA"
8258,"E03/0412/3","EL-HAMMAM"
8259,"E03/0413/3","EL-HARAGA"
8260,"E03/0414/3","EL-HIBA"
8261,"E03/0415/3","IHNASIYA EL-MADINA/HERAKLEOPOLIS"
8262,"E03/0416/3","MAIDUM"
8263,"E03/0417/3","MANYAL GHIDAN"
8264,"E03/0418/3","MAZURA"
8265,"E03/0419/3","EL-NAKHARIN"
8266,"E03/0420/3","SANNUR"
8267,"E03/0421/3","SHIRIF BASHA"
8268,"E03/0422/3","SIDMANT EL-GABAL"
8269,"E03/0423/3","TARF `ASFUR"
8270,"E03/0424/3","TAMA FAIYUM"
8271,"E03/0425/2","GOVERNORATE OF FAIYUM"
8272,"E03/0426/3","ABU EL-HAWAYEL"
8273,"E03/0427/3","ABU GUNSHU"
8274,"E03/0428/3","BATN IHRIT"
8275,"E03/0429/3","BIYAHMU"
8276,"E03/0430/3","DEIR ABU LIFA"
8277,"E03/0431/3","DEIR EL-BANAT"
8278,"E03/0432/3","DIMU"
8279,"E03/0433/3","FAGG EL-GAMUS"
8280,"E03/0434/3","EL-FAHMIYA"
8281,"E03/0435/3","EL-FAIYUM"
8282,"E03/0436/3","FIDIMIN"
8283,"E03/0437/3","FURQUS"
8284,"E03/0438/3","GHURAB"
8285,"E03/0439/3","KOM MEDINET GHURAB"
8286,"E03/0440/3","GIRZA"
8287,"E03/0441/3","GU`RAN"
8288,"E03/0442/3","KOM EL-HAMMAM"
8289,"E03/0443/3","EL-HAMULI"
8290,"E03/0444/3","HAWWARET ADLAN"
8291,"E03/0445/3","HAWWARA"
8292,"E03/0446/3","EL-`IDWA"
8293,"E03/0447/3","EL-KHAMSIN"
8294,"E03/0448/3","EL-KHAWAGAT"
8295,"E03/0449/3","KIMAN FARIS"
8296,"E03/0450/3","EL-LAHUN"
8297,"E03/0451/3","KOM MADI"
8298,"E03/0452/3","EL-MASHRAK BAHARI"
8299,"E03/0453/3","EL-MASHRAK QIBLI"
8300,"E03/0454/3","MINSHAT EL-MALEK FEISAL"
8301,"E03/0455/3","EL-NASIRIYA"
8302,"E03/0456/3","EL-NAZLA"
8303,"E03/0457/3","KOM OUSHIM"
8304,"E03/0458/3","QALAMSHAH"
8305,"E03/0459/3","QARET EL-ROSAS"
8306,"E03/0460/3","QASR EL-SAGHA"
8307,"E03/0461/3","QASR EL-BANAT"
8308,"E03/0462/3","QASR QARUN"
8309,"E03/0463/3","QASR RASHWAN"
8310,"E03/0464/3","QUTA"
8311,"E03/0465/3","WADI EL-RAIYAN"
8312,"E03/0832/3","EL-RIQQEH"
8313,"E03/0466/3","EL-RODA"
8314,"E03/0467/3","EL-RUBIYAT"
8315,"E03/0468/3","TAMIYA"
8316,"E03/0469/3","UMM EL-BEREIGAT/TEBTYNIS"
8317,"E03/0470/3","UMM EL-ASL/UMM EL-ATL"
8318,"E03/0471/3","EL-ZIRBI"
8319,"E03/0472/2","GOVERNORATE OF GIZA (INCLUDING MEMPHIS)"
8320,"E03/0473/3","KOM ABU BILLO"
8321,"E03/0474/3","ABU GHALIB"
8322,"E03/0475/3","ABU GHURAB"
8323,"E03/0476/3","ABU RAUWASH"
8324,"E03/0477/3","ABU SIR/BUSIRIS"
8325,"E03/0478/3","EL-`AIYAT"
8326,"E03/0479/3","ATFIH"
8327,"E03/0480/3","AUSIM"
8328,"E03/0481/3","EL-`AZIZIYA"
8329,"E03/0482/3","BENI MAGDUL"
8330,"E03/0483/3","BENI YUSEF"
8331,"E03/0484/3","BIRQASH"
8332,"E03/0485/3","DAHSHOUR"
8333,"E03/0486/3","GHAMMAZA EL-KUBRA"
8334,"E03/0487/3","GIRZA"
8335,"E03/0488/3","GIZA NECROPOLIS"
8336,"E03/0489/3","HAY WAL MANSHI"
8337,"E03/0490/3","EL-HISAR"
8338,"E03/0491/3","KAFR `AMMAR"
8339,"E03/0492/3","KAFR ABU HADID"
8340,"E03/0493/3","KAFR EL-GABAL"
8341,"E03/0494/3","KAFR NASSAR"
8342,"E03/0495/3","EL-KUREIMAT"
8343,"E03/0496/3","EL-LISHT"
8344,"E03/0497/3","MARIMDA BENI SALAMA"
8345,"E03/0498/3","MASGID MUSA"
8346,"E03/0499/3","EL-MINIYA WAL SHURAFA"
8347,"E03/0500/3","MIT RAHINA/MEMPHIS"
8348,"E03/0501/3","KOM EL-QAL`A"
8349,"E03/0502/3","EL-QATTA"
8350,"E03/0503/3","NAZLET EL-SAMMAN"
8351,"E03/0504/3","SAQQARA NECROPOLIS"
8352,"E03/0505/3","EL-SU`UDIYA"
8353,"E03/0506/3","TARKHAN"
8354,"E03/0507/3","WARDAN"
8355,"E03/0508/3","ZAWYET ABU MUSALLAM"
8356,"E03/0509/3","ZAWYET  EL-`IRIYAN"
8357,"E03/0510/2","GOVERNORATE OF CAIRO"
8358,"E03/0511/3","AIN SHAMS"
8359,"E03/0512/3","ARAB EL-HISN"
8360,"E03/0513/3","HELWAN"
8361,"E03/0514/3","HELIOPOLIS"
8362,"E03/0515/3","KOZIKA"
8363,"E03/0516/3","EL-MA`ADI"
8364,"E03/0517/3","EL-MATARIYA"
8365,"E03/0518/3","TURA EL-ASMANT"
8366,"E03/0519/3","EZBET EL-WALDA"
8367,"E03/0520/1","LOWER EGYPT"
8368,"E03/0521/2","GOVERNORATE OF SHARQIYA"
8369,"E03/0522/3","TELL ABU YASIN"
8370,"E03/0523/3","TELL EL-AHMAR"
8371,"E03/0524/3","TELL BASTA/BUBASTIS"
8372,"E03/0525/3","TELL EL-DAB`A/AVARIS"
8373,"E03/0526/3","FAQUS"
8374,"E03/0527/3","TELL FAR`OUN"
8375,"E03/0528/3","TELL EL-GIN"
8376,"E03/0529/3","EL-KHATA`NA"
8377,"E03/0530/3","TELL EL-MASHA`LA"
8378,"E03/0531/3","QANTIR"
8379,"E03/0532/3","SAFT EL-HINNA"
8380,"E03/0533/3","SAN EL-HAGAR"
8381,"E03/0534/3","TELL SANHUT"
8382,"E03/0535/3","TELL TAMLIKH"
8383,"E03/0536/3","TANIS"
8384,"E03/0537/3","TELL TUKH EL-QARAMUS"
8385,"E03/0538/3","TELL UMM EL-LAHM"
8386,"E03/0539/3","TELL EL-YAHUDIYA"
8387,"E03/0540/3","ZAGAZIG/ZAQAZIQ"
8388,"E03/0541/3","TELL EL-ZAWYA"
8389,"E03/0542/2","GOVERNORATE OF DAQAHLIYA"
8390,"E03/0543/3","TELL EL-BALAMUN"
8391,"E03/0544/3","EL-BAQLIYA"
8392,"E03/0833/3","EL-SAMARA/DAQAHLIYA"
8393,"E03/0545/3","MENDES"
8394,"E03/0546/3","TELL EL-MUQDAM"
8395,"E03/0547/3","TELL EL-RUB`"
8396,"E03/0548/3","TELL TIMAI"
8397,"E03/0549/3","TIMAI EL-AMDID"
8398,"E03/0550/2","GOVERNORATE OF DUMYAT"
8399,"E03/0551/3","KOM EL-AHMAR"
8400,"E03/0552/3","TELL EL-BARASHIYA"
8401,"E03/0553/3","TELL DAQAHLA"
8402,"E03/0554/3","TELL EL-DEIR"
8403,"E03/0555/3","TELL EL-KASHEF"
8404,"E03/0556/3","TELL EL-MAHGARA"
8405,"E03/0557/3","TELL SHATA"
8406,"E03/0558/2","GOVERNORATE OF QALYUBIYA"
8407,"E03/0559/3","KOM EL-AHMAR/..."
8408,"E03/0560/3","ARAB EL-`ALIQAT"
8409,"E03/0561/3","TELL ATRIB"
8410,"E03/0562/3","QALYUB"
8411,"E03/0563/3","EL-SAWALHA"
8412,"E03/0564/3","SHABLANGA"
8413,"E03/0565/3","EL-SHOBAK"
8414,"E03/0566/3","TUKH EL-MALAQ"
8415,"E03/0567/3","TELL EL-YHUDIYA"
8416,"E03/0568/2","GOVERNORATE OF MINUFIYA"
8417,"E03/0569/3","EL-`AMRAH"
8418,"E03/0570/3","TELL UMM HARB"
8419,"E03/0571/3","MUSTAI"
8420,"E03/0572/3","MINUF"
8421,"E03/0573/3","ZAWYET RAZIN"
8422,"E03/0574/3","SUBK EL-DAHHAK"
8423,"E03/0575/3","TELL SIRSINA"
8424,"E03/0576/2","GOVERNORATE OF GHARBIYA"
8425,"E03/0577/3","TELL ABA YAZID"
8426,"E03/0578/3","BEHBEIT EL-HIGARA"
8427,"E03/0579/3","SA EL-HAGAR/SAIS"
8428,"E03/0580/2","GOVERNORATE OF KAFR EL-SHEIKH"
8429,"E03/0581/3","KOM ABU TAHUN"
8430,"E03/0582/3","TELL EL-`AMMA"
8431,"E03/0583/3","TELL KOM EL-DAB`A"
8432,"E03/0584/3","TELL EL-FARA`IN"
8433,"E03/0585/3","KOM ISMAIL"
8434,"E03/0586/3","KOM MATYUR"
8435,"E03/0587/3","TELL NABASHA"
8436,"E03/0588/3","KOM EL-NISF"
8437,"E03/0589/3","SAKHA"
8438,"E03/0590/3","SAMANNUD"
8439,"E03/0591/2","GOVERNORATE OF BUHEIYRA"
8440,"E03/0592/3","KOM EL-HISN"
8441,"E03/0593/3","NAUKRATIS"
8442,"E03/0594/3","KOM EL-DAHAB"
8443,"E03/0595/2","GOVERNORATE OF ALEXANDRIA"
8444,"E03/0830/3","ALEXANDRIA"
8445,"E03/0596/3","EL-GHERBANIYYAT"
8446,"E03/0597/3","MARIYA"
8447,"E03/0598/2","GOVERNORATE OF MATRUH (THE NORTH COAST)"
8448,"E03/0599/3","ABU SIR/TAPOSIRIS MAGNA"
8449,"E03/0600/3","GABAL ABU SIR"
8450,"E03/0601/3","BURG EL-`ARAB"
8451,"E03/0602/3","EL-AL`AMEIN"
8452,"E03/0603/3","KHASHM EL-`EISH"
8453,"E03/0604/3","MERSA MATRUH"
8454,"E03/0605/3","EL-`OMAYYID"
8455,"E03/0606/3","EL-QASABA EL-GHARBIYYA"
8456,"E03/0607/3","EL-QASABA EL-SHARQIYYA"
8457,"E03/0608/3","EL-QASR"
8458,"E03/0609/3","ZAWYET UMM EL-RAKHAM"
8459,"E03/0610/3","BURG EL-`ARAB"
8460,"E03/0611/3","EL-HAMMAM"
8461,"E03/0612/3","MARINA EL-AL`AMEIN"
8462,"E03/0613/3","ALAM EL-RUM"
8463,"E03/0614/3","BIR EL-HALQ"
8464,"E03/0615/3","BIR SHENIFA"
8465,"E03/0616/3","BAQIQ"
8466,"E03/0617/2","GOVERNORATE OF PORT SA`ID"
8467,"E03/0618/3","BARAYA"
8468,"E03/0619/3","ABID"
8469,"E03/0620/3","EL-GAMAMIZ"
8470,"E03/0621/2","GOVERNORATE OF ISMAILIYA"
8471,"E03/0622/3","TELL EL-MASKHUTA"
8472,"E03/0623/3","TELL EL-SAHABA"
8473,"E03/0624/3","TELL EL-KU`"
8474,"E03/0625/3","TELL UMM `ATALLA"
8475,"E03/0626/3","TELL EL-SERAPIUM"
8476,"E03/0627/3","TELL ABU SIR"
8477,"E03/0628/2","GOVERNORATE OF SUEZ"
8478,"E03/0629/3","TELL EL-QALZAM"
8479,"E03/0630/3","TELL EL-YAHUDIYA EL-SAGHIR"
8480,"E03/0640/1","EASTERN DESERT AND SINAI"
8481,"E03/0631/2","GOVERNORATE OF NORTH SINAI"
8482,"E03/0632/3","PELUSIUM"
8483,"E03/0633/3","TELL EL-HEIR"
8484,"E03/0634/3","TELL EL-HABUA"
8485,"E03/0635/2","GOVERNORATE OF SOUTH SINAI"
8486,"E03/0636/3","SARABIT EL-KHADIM"
8487,"E03/0637/3","WADI KHARIT"
8488,"E03/0638/3","WADI MAGHARA"
8489,"E03/0639/3","WADI EL-NASB"
8490,"E03/0812/2","EASTERN DESERT"
8491,"E03/0641/3","WADI `ABBAD"
8492,"E03/0642/3","ABU DABAB"
8493,"E03/0643/3","ABU KUEH"
8494,"E03/0644/3","GABAL `ATAWY"
8495,"E03/0645/3","WADI `ATALLA"
8496,"E03/0646/3","GABAL `ATUT"
8497,"E03/0647/3","BARRAMIYA"
8498,"E03/0648/3","WADI BARRAMIYA"
8499,"E03/0649/3","BIR `ABBAD"
8500,"E03/0650/3","BIR DAGHBAG"
8501,"E03/0651/3","BIR EL-SHALUL"
8502,"E03/0652/3","BIR FAWAKHIR"
8503,"E03/0653/3","BIR `ILIYAN"
8504,"E03/0654/3","BIR KASABA"
8505,"E03/0655/3","BIR HAMMAMAT"
8506,"E03/0656/3","BIR MENIH"
8507,"E03/0657/3","WADI EL-FAWAKHIR"
8508,"E03/0658/3","GIHAD"
8509,"E03/0659/3","GABAL HAGAR DUNGASH"
8510,"E03/0660/3","WADI HAMMAMAT"
8511,"E03/0661/3","WADI EL-HUDI"
8512,"E03/0662/3","KANAYIS"
8513,"E03/0663/3","LEQEITA"
8514,"E03/0664/3","MARSA GAWASIS"
8515,"E03/0665/3","MARSA MUBARAK"
8516,"E03/0666/3","WADI MAYA"
8517,"E03/0667/3","MONS CLAUDIANUS"
8518,"E03/0668/3","MONS PORPHYRITES"
8519,"E03/0669/3","MONS SAMARAGDUS"
8520,"E03/0670/3","MUEH"
8521,"E03/0671/3","QASR EL-BANAT"
8522,"E03/0672/3","EL-QUSEIR"
8523,"E03/0673/3","EL-QUSEIR EL-QADIM"
8524,"E03/0674/3","EL-REDISIYA"
8525,"E03/0675/3","GABAL ROSAS"
8526,"E03/0676/3","WADI EL-SHAGAB"
8527,"E03/0677/3","SIKEIAT"
8528,"E03/0678/3","GABAL SIQDIT"
8529,"E03/0679/3","EL-SISS"
8530,"E03/0680/3","UMM EL-HUETAT"
8531,"E03/0681/3","UMM RUS"
8532,"E03/0682/1","WESTERN DESERT"
8533,"E03/0813/2","GOVERNORATE OF EL-WADI EL-GEDID"
8534,"E03/0683/3","BAHRIYA OASES"
8535,"E03/0684/4","AIN BAREIG"
8536,"E03/0685/4","AIN BURG SHARQI"
8537,"E03/0686/4","AIN EL-`EZZA"
8538,"E03/0687/4","AIN EL-GAFFARA"
8539,"E03/0688/4","AIN EL-MUFTELLA"
8540,"E03/0689/4","AIN EL-NAHAS"
8541,"E03/0690/4","AIN QADIYA"
8542,"E03/0691/4","EL-BAWITI"
8543,"E03/0692/4","BIR FAMA"
8544,"E03/0693/4","BIR YUSEF"
8545,"E03/0694/4","DENISA"
8546,"E03/0695/4","GABAL EL-ME`YSREH/GABAL EL-MA`SARA"
8547,"E03/0696/4","GABAL WILLIAM"
8548,"E03/0697/4","EL-GAZAIR"
8549,"E03/0698/4","KOM GEBRIN/GEBRIL"
8550,"E03/0699/4","EL-HARRA"
8551,"E03/0700/4","EL-HAIYZ"
8552,"E03/0701/4","MANDISHA"
8553,"E03/0702/4","EL-QARA EL-KEBIRA"
8554,"E03/0703/4","QARET `AIN BASHNIN"
8555,"E03/0704/4","QARET `AIN EL-BESHMU"
8556,"E03/0705/4","QARET `AIN EMBASH"
8557,"E03/0706/4","QARET EL-SHEIKH BADAWI"
8558,"E03/0707/4","QARET EL-DIST WELMAGHRAFA"
8559,"E03/0708/4","QARET EL-FARARGI"
8560,"E03/0709/4","QARET EL-LWAYFA"
8561,"E03/0710/4","QARET EL-MARON"
8562,"E03/0711/4","QARET EL-QAR`AYA"
8563,"E03/0712/4","QARET EL-QSSIS"
8564,"E03/0713/4","QARET EL-SANTA"
8565,"E03/0714/4","QARET EL-SUBI"
8566,"E03/0715/4","QARET HELWA"
8567,"E03/0716/4","QARET MAGHRABIYA"
8568,"E03/0717/4","QARET QASR SILIM"
8569,"E03/0718/4","QARET WELLA"
8570,"E03/0719/4","QASR `ALLAM"
8571,"E03/0720/4","QASR EL-ME`YSREH"
8572,"E03/0721/4","QASR EL-MEQYSBEH (TEMPLE OF ALEXANDER THE GREAT)"
8573,"E03/0722/4","QASR EL-ZABW"
8574,"E03/0723/4","QASR MAS`UD"
8575,"E03/0724/4","EL-QASR"
8576,"E03/0725/4","EL-QUR"
8577,"E03/0726/4","QUSUR MEHARIB"
8578,"E03/0727/4","SIQAM"
8579,"E03/0728/4","EL-`UYUN"
8580,"E03/0729/3","DAKHLA OASES"
8581,"E03/0730/4","AIN ASIL"
8582,"E03/0731/4","AMHADA"
8583,"E03/0732/4","ASMANT"
8584,"E03/0733/4","ASMANT EL-KHARAB"
8585,"E03/0734/4","BALAT"
8586,"E03/0735/4","EZBET BASHANDI"
8587,"E03/0736/4","BERBE`A"
8588,"E03/0737/4","DAB`A"
8589,"E03/0738/4","DEIR EL-HAGAR"
8590,"E03/0739/4","EL-MA`SARA"
8591,"E03/0740/4","MUT"
8592,"E03/0741/4","MUT EL-KHARAB"
8593,"E03/0742/4","QARET EL-MUZAWWAQA"
8594,"E03/0743/4","EL-QASR"
8595,"E03/0744/4","EL-SHEIKH WALI"
8596,"E03/0745/4","TENEDA"
8597,"E03/0746/3","FARAFRA OASES"
8598,"E03/0747/4","EL-FARAFRA"
8599,"E03/0748/4","EL-DALLAH"
8600,"E03/0749/4","AIN BASIE"
8601,"E03/0750/4","AIN GALAW"
8602,"E03/0751/4","GABAL `OWAINAT"
8603,"E03/0752/4","EL-GILF EL-KIBIR"
8604,"E03/0753/3","KHARGA OASES"
8605,"E03/0754/4","AIN AMUR"
8606,"E03/0755/4","AIN `ASKAR"
8607,"E03/0756/4","AIN EL-GHAZAL"
8608,"E03/0757/4","AIN EL-TARAKWA"
8609,"E03/0758/4","AIN FARAG"
8610,"E03/0759/4","AIN KHANAFIS"
8611,"E03/0760/4","BELIDA"
8612,"E03/0761/4","BIR EL-GABAL"
8613,"E03/0762/4","BIR EL-KHARGA"
8614,"E03/0763/4","EL-DABASHIYA"
8615,"E03/0764/4","DEIR EL-HAGAR"
8616,"E03/0765/4","GANAH"
8617,"E03/0766/4","HIBIS"
8618,"E03/0767/4","MABRUKA"
8619,"E03/0768/4","EL-MALHA"
8620,"E03/0769/4","KOM EL-NADURA"
8621,"E03/0770/4","EL-QAL`A"
8622,"E03/0771/4","QASR BARIS"
8623,"E03/0772/4","QASR DUSH"
8624,"E03/0773/4","QASR EL-GHUWEITA"
